district,quarter,zone_type,zone_code,zone_name,business_type,monthly_sales,monthly_count,mon_sales,tue_sales,wed_sales,thu_sales,fri_sales,sat_sales,sun_sales,male_sales,female_sales,age_10s_sales,age_20s_sales,age_30s_sales,age_40s_sales,age_50s_sales,age_60plus_sales
마포구,20243,전통시장,3130189,서교시장,한식음식점,374337971,6968,32507719,53717776,41635449,43034372,60280589,87349550,55812516,170841599,169411775,12825280,143663307,92549019,49549035,32702056,8964679
마포구,20243,전통시장,3130189,서교시장,슈퍼마켓,22555410,3236,10188382,929129,2018452,2466999,1345634,3300010,2306804,13602657,8952753,494607,5276657,3738998,2559428,10289962,195758
마포구,20243,전통시장,3130189,서교시장,일반의류,71262244,2003,6053869,11397177,6518504,6603072,8384822,18818708,13486092,23867485,47394759,5723375,24830778,10085894,15389347,12802748,2430102
마포구,20243,전통시장,3130194,용강동 상점가,한식음식점,8419871736,110170,1100139184,1160768970,1228766419,1266869933,1365589016,1335048055,962690159,3512369251,1958414049,3502371,280969680,1116129490,1410025144,1501414919,1158741695
마포구,20243,전통시장,3130194,용강동 상점가,일식음식점,346573667,2853,52270041,50388602,65397337,41382634,35861242,56402418,44871393,144128275,75543891,0,37784636,59725030,61673097,32715114,27774287
마포구,20243,전통시장,3130194,용강동 상점가,양식음식점,12339221,72,0,2440381,6516779,0,364262,0,3017799,2804643,3017799,0,3017799,0,0,2440381,364262
마포구,20243,전통시장,3130194,용강동 상점가,치킨전문점,33625006,609,3614782,3084203,8722033,4662248,8920570,2293470,2327700,21623655,5874022,0,2615241,4244630,6247138,4340477,10050190
마포구,20243,전통시장,3130194,용강동 상점가,호프-간이주점,2885930667,27453,345227422,405633491,511286033,468897425,582787469,402482139,169616688,1470519823,371784544,3703729,123205206,567734588,638220386,382394251,127046201
마포구,20243,전통시장,3130194,용강동 상점가,커피-음료,52902989,7315,7661392,8295494,7647067,8889200,9631935,6429419,4348482,24979079,15114810,401171,2275249,9773171,8626893,10426240,8591167
마포구,20243,전통시장,3130194,용강동 상점가,골프연습장,111787884,1451,14357875,35900917,13776443,14142174,15138091,10263651,8208733,54474345,49188651,0,36466,15474236,39289046,38614347,10248902
마포구,20243,전통시장,3130194,용강동 상점가,미용실,28787368,995,1323754,1466211,5433961,3704063,4185727,12596540,77112,15751399,13035969,0,0,7894768,10659420,5517571,4715609
마포구,20243,전통시장,3130194,용강동 상점가,노래방,320086906,2739,28739954,56302434,59431865,61972960,53477404,45359368,14802921,231963909,26261897,102349,5739566,52976106,92037830,88106435,19263518
마포구,20243,전통시장,3130195,도화동 상점가,한식음식점,12848673094,229348,1888960781,1749649326,2042603686,1981485035,2216540253,1717052661,1252381352,6318720639,3198977896,22277279,1194744472,2618862996,2052062200,2176272732,1453478853
마포구,20243,전통시장,3130195,도화동 상점가,중식음식점,1575964341,33897,241174337,230137017,250788793,255858533,279377744,211210315,107417602,717443329,401010015,7643456,135215505,331623172,263099169,224440523,156431511
마포구,20243,전통시장,3130195,도화동 상점가,일식음식점,706374124,24970,130491048,97249616,101602610,116467662,121561311,75158108,63843769,333731168,231093242,3682942,76328161,170217615,101118202,123496805,89980685
마포구,20243,전통시장,3130195,도화동 상점가,양식음식점,77705367,1171,7692644,15614740,6835222,12203167,22933015,10391712,2034867,31917832,29405948,72458,27238240,23850820,3302885,5935533,923842
마포구,20243,전통시장,3130195,도화동 상점가,제과점,149907160,15514,20946151,19572922,25678367,19885043,20597002,23955163,19272512,60519927,75474434,291597,11376376,30539406,30656992,31893588,31236400
마포구,20243,전통시장,3130195,도화동 상점가,패스트푸드점,188019219,13503,27819333,22599248,27445606,35867217,28586267,23925665,21775883,94415833,67849668,4613860,29153006,41594675,32254696,32605936,22043328
마포구,20243,전통시장,3130195,도화동 상점가,치킨전문점,476999616,15050,93987410,72099264,78989187,73770632,71462136,56520881,30170106,265337772,119852353,1528304,41859844,74012333,89995298,87153160,90641189
마포구,20243,전통시장,3130195,도화동 상점가,분식전문점,868075559,57179,164907827,143805542,158329670,142106132,153933813,73462837,31529738,466782318,285632916,6015673,76450190,164933881,251175030,196490970,57349492
마포구,20243,전통시장,3130195,도화동 상점가,호프-간이주점,4461177932,71165,762286862,679932550,745360660,676619908,718406667,605973935,272597350,2495611430,930471794,8851335,502135135,1146036057,766702186,704801988,297556520
마포구,20243,전통시장,3130195,도화동 상점가,커피-음료,1984946939,386929,321012198,313901380,297103203,291659162,324264848,247004126,190002022,1002043848,749240256,12316431,277610609,513073330,399210050,328152389,220921287
마포구,20243,전통시장,3130195,도화동 상점가,일반교습학원,99393046,328,6322445,29728033,16878208,27040009,4466671,13355994,1601686,47437882,51955164,0,2107482,11224889,60223291,25837384,0
마포구,20243,전통시장,3130195,도화동 상점가,예술학원,25562130,142,12781065,0,8520710,4260355,0,0,0,12781065,12781065,0,0,0,12781065,12781065,0
마포구,20243,전통시장,3130195,도화동 상점가,스포츠 강습,99688812,501,26768097,30098496,9364405,15812834,10157701,6964358,522921,46819495,50539941,0,3707986,19778184,55365943,12042116,6465206
마포구,20243,전통시장,3130195,도화동 상점가,일반의원,2152875054,30226,458034771,295399191,263867456,292913656,476425513,366234467,0,623345965,1529529089,8193836,240318822,672419940,487120438,472175610,272646408
마포구,20243,전통시장,3130195,도화동 상점가,치과의원,827896320,4991,236409056,141353556,192344315,170693876,66391501,20704016,0,539032790,288863530,0,20017984,55654919,115025867,330668519,306529031
마포구,20243,전통시장,3130195,도화동 상점가,한의원,264892191,8150,41006594,43001424,40857092,26235843,57832256,55958982,0,91150782,170394883,0,10495241,47046947,57436621,77705099,68861756
마포구,20243,전통시장,3130195,도화동 상점가,스포츠클럽,524121880,1224,59737567,95950061,77862782,77170188,136303238,50244614,26853430,282545496,241576384,0,86016291,149343665,75881521,138298088,74582315
마포구,20243,전통시장,3130195,도화동 상점가,미용실,333669127,8484,24840727,32544373,51037812,44333487,53035670,92745640,35131418,155804937,177864190,2713001,31795339,56672630,70179039,97944554,74364564
마포구,20243,전통시장,3130195,도화동 상점가,네일숍,18488989,202,4552495,5283086,2880163,1320694,1956951,2495600,0,343038,18145951,0,0,0,6160814,2289777,10038398
마포구,20243,전통시장,3130195,도화동 상점가,피부관리실,4333332,27,2888888,0,0,0,0,1444444,0,0,4333332,0,0,0,0,0,4333332
마포구,20243,전통시장,3130195,도화동 상점가,세탁소,10066818,322,1105091,146877,2098519,252629,5246444,1217258,0,7794605,2272213,0,0,7030269,328464,1694437,1013648
마포구,20243,전통시장,3130195,도화동 상점가,노래방,457653623,22705,59280428,54270938,66526358,80472399,73798612,84504206,38800682,311373251,95601258,6182503,54511037,105098816,78983034,108028601,54170520
마포구,20243,전통시장,3130195,도화동 상점가,슈퍼마켓,438049532,59601,62929033,62028373,62366430,66616082,71828584,56048820,56232210,290951863,117627453,1605003,49138486,99347335,70216039,101600103,86672349
마포구,20243,전통시장,3130195,도화동 상점가,편의점,209909171,30574,32026740,32134052,29529762,30495883,32765925,26512417,26444392,137966533,56310455,1319688,25434691,65718851,44800821,40162386,16840550
마포구,20243,전통시장,3130195,도화동 상점가,육류판매,509745212,5014,94617413,70976451,88823197,78451832,70963301,55735962,50177056,169101805,104673181,99427,17112059,69064147,77495412,58444642,51559300
마포구,20243,전통시장,3130195,도화동 상점가,청과상,46974561,2232,7486625,4069564,8951896,3892129,7435112,7406491,7732744,23199369,22058076,0,218456,4063584,4380749,22665068,13929587
마포구,20243,전통시장,3130195,도화동 상점가,반찬가게,27979826,2197,3522887,5084234,5617324,1870041,5864735,6020605,0,11097623,16882203,0,2152931,7394893,4358295,7963144,6110563
마포구,20243,전통시장,3130195,도화동 상점가,일반의류,60672301,478,10143468,8432179,19487523,4566037,11457486,4236442,2349166,12793445,47878856,0,591868,1388775,17324728,29353341,12013589
마포구,20243,전통시장,3130195,도화동 상점가,안경,266700804,1112,55786670,30559984,48039470,30252903,45914667,50396671,5750439,158315164,101168491,500544,6862608,64289259,81522816,59660275,46648153
마포구,20243,전통시장,3130195,도화동 상점가,시계및귀금속,114713950,354,16922568,17656874,45918854,11519708,5144685,17551261,0,49392944,63090583,0,51393364,15587955,14309449,8106098,23086661
마포구,20243,전통시장,3130195,도화동 상점가,의약품,724643190,50402,149168683,118265389,118102497,90181620,142251363,106413006,260632,334589114,385283031,1270668,55401051,110468267,139992619,179562541,233176999
마포구,20243,전통시장,3130195,도화동 상점가,화장품,117524947,651,34410505,1698590,76318890,1892349,1839722,1364891,0,70725897,46799050,0,596532,7675762,33703653,72502325,3046675
마포구,20243,전통시장,3130196,공덕시장,한식음식점,1407126850,31628,189530491,182089549,216399540,225505701,259091072,213047448,121463049,846180437,309139430,2702574,170239337,303249604,220944033,225363547,232820771
마포구,20243,전통시장,3130196,공덕시장,분식전문점,244630822,17345,47065766,44408196,34298598,31772451,39511406,25646699,21927706,118272374,91727780,316019,26467346,51954529,37226037,56647663,37388561
마포구,20243,전통시장,3130196,공덕시장,호프-간이주점,978319269,17882,138499952,137804911,186772721,154832303,152796663,137894883,69717836,641561541,160646809,832250,103502701,192866143,201123416,213089825,90794013
마포구,20243,전통시장,3130196,공덕시장,커피-음료,87202599,22899,16439566,16103769,14123318,13865302,15979857,7413280,3277507,42669276,34691148,270354,14667245,22937183,16049591,15088869,8347182
마포구,20243,전통시장,3130196,공덕시장,일반의원,1472188255,47277,370926921,270717985,218579800,234435547,259093104,118434898,0,602447479,869740776,758137,69189267,198168239,190409032,450297372,563366208
마포구,20243,전통시장,3130196,공덕시장,한의원,316088325,10427,91364084,54266185,46236826,28068382,46140975,39584261,10427612,97268555,218819770,105735,6093658,41301647,73471794,96389924,98725567
마포구,20243,전통시장,3130196,공덕시장,노래방,154542252,1879,13429857,22864381,22785266,22933608,36047003,29717762,6764375,121798322,13133174,0,12915607,19363520,21163399,57902661,23586311
마포구,20243,전통시장,3130196,공덕시장,청과상,521719318,17623,221889448,50155143,45657562,50140898,57874294,64356102,31645871,111121582,405225060,0,3634724,177460637,31216894,76495871,227538517
마포구,20243,전통시장,3130198,아현시장,한식음식점,913947704,29228,137125288,98265140,116847080,127631679,166721708,176481234,90875575,438160918,391596367,2287581,31273583,136574276,177557042,215734441,266330358
마포구,20243,전통시장,3130198,아현시장,치킨전문점,66964777,1461,11566768,6350409,7103294,9412165,13050042,10060815,9421284,36451295,22734233,167832,3175204,9616332,16941708,19114727,10169725
마포구,20243,전통시장,3130198,아현시장,분식전문점,80891867,7831,12478246,12105096,13912382,14739831,13787492,13717313,151507,36143823,42076692,866093,3816239,12831465,18086328,22577097,20043293
마포구,20243,전통시장,3130198,아현시장,호프-간이주점,9703030,216,1392760,995381,2010052,1419767,2017767,694452,1172851,5509234,4008609,0,104168,0,1824016,1601422,5988237
마포구,20243,전통시장,3130198,아현시장,일반교습학원,203963521,651,58341994,37787335,16199504,51230595,29002156,11401937,0,83898887,120064634,0,5647863,13860270,136845122,47610266,0
마포구,20243,전통시장,3130198,아현시장,스포츠 강습,101540849,277,10982505,27009944,30325850,12946132,18296155,1980263,0,16879203,84661646,0,8035477,34143873,44781049,14580450,0
마포구,20243,전통시장,3130198,아현시장,한의원,539219799,24259,111334137,94269108,75417796,92280863,62126039,80294199,23497657,251432015,287787784,0,9210194,55936089,136416299,139665390,197991827
마포구,20243,전통시장,3130198,아현시장,미용실,19052083,557,2454859,3625289,3098636,4302188,3007532,2563579,0,9010925,10041158,0,4982259,5100510,3392963,1485807,4090544
마포구,20243,전통시장,3130198,아현시장,슈퍼마켓,1095251396,100560,165704273,166574495,144445305,132205657,166729614,179712216,139879836,529900120,558099964,548989,33670585,143593375,151834572,339392097,418960467
마포구,20243,전통시장,3130198,아현시장,육류판매,1562690017,51122,302096389,155091388,249904240,180931746,288101486,256594737,129970031,444680960,950288760,1107080,18428036,99008987,152377435,418862041,705186139
마포구,20243,전통시장,3130198,아현시장,수산물판매,372835665,13728,79065260,54183464,35155792,38539480,81815393,59070619,25005657,106751652,266084013,0,1104563,20285538,27038893,133378591,191028080
마포구,20243,전통시장,3130198,아현시장,청과상,361703837,16739,107676185,48850189,42659711,45579042,79130480,36001035,1807195,92030479,141819970,15899,11908506,36543954,42294432,48882197,94205459
마포구,20243,전통시장,3130198,아현시장,반찬가게,699302055,47313,143015270,101271152,106738691,91526958,111406782,127017864,18325338,270672098,428629957,0,10060353,33087619,107166897,258344699,290642487
마포구,20243,전통시장,3130198,아현시장,일반의류,200791905,4519,25733763,26702707,33824726,47904965,25393205,32887343,8345196,47841636,152950269,0,761717,6860827,13887965,52084723,127196673
마포구,20243,전통시장,3130198,아현시장,신발,13685840,593,2147641,2417007,611531,3178487,859057,4188192,283925,3225103,10242333,0,0,254805,778974,2773734,9659923
마포구,20243,전통시장,3130198,아현시장,섬유제품,22609866,522,2205813,0,0,10404053,0,10000000,0,0,22609866,0,0,0,0,2205813,20404053
마포구,20243,전통시장,3130198,아현시장,인테리어,31748950,993,5095510,5234876,2586951,3327325,5522314,8832218,1149756,13326273,17760696,0,1341382,905868,1358803,12984458,14496458
영등포구,20243,전통시장,3130240,영등포유통상가,한식음식점,1694141326,47285,254376779,207899326,234552019,228709006,240717207,270795576,257091413,772668006,656512603,6448923,212906155,386400651,329521539,300028741,193874601
영등포구,20243,전통시장,3130240,영등포유통상가,중식음식점,53146900,3010,12868155,10805041,10041096,9839816,9592792,0,0,24858001,4666021,0,452879,5910294,6317427,10530571,6312852
영등포구,20243,전통시장,3130240,영등포유통상가,커피-음료,178385863,32042,39860557,35651301,32833188,30782295,35748819,3509703,0,80445541,47509858,0,19756634,42323419,23500185,26959138,15416026
영등포구,20243,전통시장,3130240,영등포유통상가,치과의원,267885624,1987,57183722,32716361,41007177,45050224,56134847,35793293,0,174971162,92914462,0,15009590,98140145,11506235,31278228,111951426
영등포구,20243,전통시장,3130240,영등포유통상가,가전제품수리,272510312,1320,91554574,66686184,15073856,10141857,89053841,0,0,49528384,83357730,0,0,694648,15768504,25701966,90720995
영등포구,20243,전통시장,3130240,영등포유통상가,슈퍼마켓,1229450702,78451,188641310,172675285,211764733,154918868,182720217,215058196,103672093,568359260,578593583,135231,117923553,350850188,228205107,224059304,225779461
영등포구,20243,전통시장,3130240,영등포유통상가,편의점,396923262,63233,65354754,62175705,69007629,59126243,67765438,38063781,35429712,283821378,105006228,869982,65890793,140028753,79524421,63371114,39142544
영등포구,20243,전통시장,3130240,영등포유통상가,일반의류,152512298,501,80702294,7147917,25062824,17543977,22055286,0,0,21183099,131329199,0,0,0,82336390,0,70175908
영등포구,20243,전통시장,3130240,영등포유통상가,의료기기,921190297,226,0,0,0,0,0,0,921190297,921190297,0,0,0,0,0,921190297,0
영등포구,20243,전통시장,3130240,영등포유통상가,완구,869660194,163956,89684467,81432039,67111650,92475728,267597087,127305825,144053398,329598403,365789947,977095,67705890,446174622,156674354,15099863,8756526
영등포구,20243,전통시장,3130240,영등포유통상가,가전제품,74426033,53,41859476,0,1911103,267457,889903,29498094,0,4021583,40692391,0,0,2329309,40692391,1531800,160474
영등포구,20243,전통시장,3130240,영등포유통상가,조명용품,438000000,132,0,39353100,80244275,205985367,65755725,46661533,0,301981732,0,0,0,0,0,240338556,61643176
영등포구,20243,전통시장,3130243,도림시장,한식음식점,21039960,571,2923261,3826539,2840077,2178170,1583028,6437873,1251012,16839372,3842735,0,5811556,9607014,1286481,2354521,1622535
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),한식음식점,836890476,26402,131034760,105417058,155406306,108612532,151493094,102870434,82056292,485328901,148719988,434188,109235683,162004385,137025125,118683296,106666212
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),커피-음료,81203349,14363,15345474,12094388,12472465,12785616,13822345,6876531,7806530,33940697,28110689,321246,11622810,22628763,14547463,9052181,3878927
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),미용실,15589953,437,3872664,2383178,4567756,0,1290888,3475467,0,4865654,10724299,0,992991,893691,1191589,4667057,7844625
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),여관,15043847,408,724545,2665099,1052753,1513262,822499,3750503,4515186,9172361,5871486,0,0,1184488,3914324,1957162,7987873
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),슈퍼마켓,159000000,22092,23437654,21683762,25334410,22122491,27063663,19937974,19420046,105977847,50139327,89033,37720164,57564677,26268100,17201993,17273206
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),편의점,120167457,19915,18194554,17208978,17008073,19010587,18322944,15953248,14469073,82108696,35274043,452203,17791255,38103138,27479954,22622862,10933326
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),미곡판매,4763236475,115909,931748965,536124025,844668344,753308693,890211731,807174717,0,2111092436,2369289581,0,20256513,149433848,1043530596,778094377,2489066683
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),육류판매,1185252105,10934,130913940,489777846,140957733,97676370,116176295,135829169,73920752,209281233,538840621,0,6851685,28302254,47070077,215909893,449987944
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),수산물판매,56286391,1003,5104515,13399351,9388661,9844421,15632577,2916866,0,52731461,3554930,0,0,0,0,3554930,52731461
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),청과상,139851935875,1646084,21981298432,24080737937,21797968835,21732795510,17700455273,21435348730,11123331158,64088910842,47619811488,10598711,5394997761,14998576111,19450670729,31620722832,40233156191
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),반찬가게,10767502613,18038,202513611,3992581540,299618010,404691934,305240522,5556924988,5932008,4858705300,431799691,0,0,3094960937,100156571,699148347,1396239136
영등포구,20243,전통시장,3130246,영등포청과시장(조광시장),일반의류,46974608,240,4572809,9028591,8232622,1089051,11919750,12131785,0,7558974,39415634,0,4332135,3020461,0,14236841,25385171
영등포구,20243,전통시장,3130248,영등포역지하도상점가,한식음식점,444420168,15481,66250648,52313418,44020397,64734393,72225052,84994182,59882078,256961205,167441864,1261239,52820519,118524931,79849232,112264324,59682827
영등포구,20243,전통시장,3130248,영등포역지하도상점가,패스트푸드점,4089445574,463780,550832931,534448089,524368852,491887467,647943816,679309082,660655337,2330945671,1722128678,45869307,992069158,1196454062,742479030,662439862,413762929
영등포구,20243,전통시장,3130248,영등포역지하도상점가,치킨전문점,126859036,5444,16572682,19061307,18207964,18280783,25615155,18176148,10944997,80617216,37123699,0,6485269,19151025,26267783,43426494,22410344
영등포구,20243,전통시장,3130248,영등포역지하도상점가,분식전문점,133022394,13303,21197206,17394903,16213414,17558621,19876949,24830100,15951201,73250491,57464956,1429363,20514958,39682884,28199679,27316232,13572330
영등포구,20243,전통시장,3130248,영등포역지하도상점가,커피-음료,358888937,63727,43191853,42476213,41174178,44050488,62460356,66903831,58632018,159717042,191415645,1651944,74482031,100830458,56499027,72488808,45180419
영등포구,20243,전통시장,3130248,영등포역지하도상점가,일반교습학원,58901404,233,19377446,6756066,15405582,2857212,5553797,5188737,3762564,29370389,29531015,0,0,2204970,47170771,9525663,0
영등포구,20243,전통시장,3130248,영등포역지하도상점가,미용실,393167995,8965,38004160,32083607,81562279,34902904,43518677,97040225,66056143,235371244,157796751,0,58582638,154579265,104114169,58949624,16942299
영등포구,20243,전통시장,3130248,영등포역지하도상점가,네일숍,2047782,14,1300179,0,0,0,747603,0,0,0,2047782,0,747603,0,1300179,0,0
영등포구,20243,전통시장,3130248,영등포역지하도상점가,슈퍼마켓,16585209819,2611904,2275264155,2016717746,2063654830,2203175006,2555561431,3030043421,2440793230,6333713767,10251496052,123906040,3567689470,4356420082,2740303987,3089580198,2707310042
영등포구,20243,전통시장,3130248,영등포역지하도상점가,편의점,807851402,138826,111663453,99901355,93609578,134669487,116290160,118156826,133560543,475239998,332611404,4514485,142492802,259660049,127322947,139772790,134088329
영등포구,20243,전통시장,3130248,영등포역지하도상점가,육류판매,885733955,38425,128426638,108251743,101603455,96309449,151442930,149145838,150553902,389856700,495877255,0,33353947,170726030,200083367,274895700,206674911
영등포구,20243,전통시장,3130248,영등포역지하도상점가,일반의류,3488131665,150520,401025817,334558980,426729151,521719031,581209945,713369423,509519318,954009763,2534121902,21098884,430564502,835731044,687485352,767873720,745378163
영등포구,20243,전통시장,3130248,영등포역지하도상점가,신발,312782979,5785,23581078,0,53391120,26695560,112121353,43157822,53836046,109451796,203331183,0,4449260,9788372,43602748,37818710,217123889
영등포구,20243,전통시장,3130248,영등포역지하도상점가,가방,15066400498,772808,2076950659,1568936178,2030311788,1545954704,1983672914,3145775053,2714799202,5559554530,9506845968,60161134,3237642248,3506271370,3078942178,2511871081,2671512487
영등포구,20243,전통시장,3130248,영등포역지하도상점가,안경,61016556,573,11115651,6203251,2426319,8521999,10996126,18406563,3346647,28979669,32036887,0,3473323,7398461,8801495,28874719,12468558
영등포구,20243,전통시장,3130248,영등포역지하도상점가,시계및귀금속,2475251713,2173,124150556,496602225,68282806,0,0,341414029,1444802097,2065554878,68282806,0,0,0,68282806,485739051,1579815827
영등포구,20243,전통시장,3130248,영등포역지하도상점가,화장품,263792051,11128,36737564,41088137,41128231,27045149,41416857,43607688,32768425,64523761,199268290,402007,21408778,50541686,35030908,44464815,111943857
영등포구,20243,전통시장,3130255,영등포전통시장,한식음식점,1177544563,47794,165585575,162749924,173941387,169843805,174313799,204179785,126930288,834989417,255504185,198767,55354431,153814964,131054125,207090504,542980809
영등포구,20243,전통시장,3130255,영등포전통시장,육류판매,10638923818,294284,1104537119,1468707240,1684270206,1694489509,1978618720,1870414230,837886794,3855851125,5680253682,0,57043702,295929736,679162582,2049258082,6454710706
영등포구,20243,전통시장,3130255,영등포전통시장,수산물판매,193716981,1793,15823143,21941944,60194195,10981123,33955451,48521703,2299422,13186163,179205727,0,2221476,1216197,1914310,79015819,108024088
영등포구,20243,전통시장,3130255,영등포전통시장,청과상,856360567,27915,183450558,178228062,156005629,107140546,142203585,71345541,17986646,262386822,510148397,0,2406250,9615095,9895912,234562380,516055581
영등포구,20243,전통시장,3130255,영등포전통시장,반찬가게,1535526183,55193,360395307,231606244,196065776,256727008,171254507,181261544,138215797,541218398,981412114,0,6189921,38145394,192093908,557853815,728347474
영등포구,20243,전통시장,3130255,영등포전통시장,일반의류,34989285,472,5796213,13191754,337165,10509504,2174377,978778,2001494,4344107,24753288,0,0,682148,1116859,2942048,24356341
영등포구,20243,전통시장,3130255,영등포전통시장,인테리어,128519183,519,27311513,41710978,20507370,31647177,0,6329435,1012710,26267156,84972669,0,0,0,0,47470764,63769061
영등포구,20243,전통시장,3130257,영등포시장기계공구상가,한식음식점,338498844,4066,898761,51903485,55871189,64261457,64036767,101527185,0,178228818,93646580,0,48067307,114367419,50369014,34744809,24326846
영등포구,20243,전통시장,3130257,영등포시장기계공구상가,커피-음료,48000000,12033,6856402,7328341,7581978,7026618,7959055,6269761,4977845,22071776,22696744,21088,13306403,13354165,7356050,8214101,2516713
영등포구,20243,전통시장,3130257,영등포시장기계공구상가,철물점,401466522,7698,33359877,136810859,49298138,49161728,87998769,44338201,498950,105512148,12205732,0,2199627,8446432,7428283,28527677,71115862
영등포구,20243,전통시장,3130257,영등포시장기계공구상가,인테리어,30070387,141,8983801,0,0,0,3485095,0,17601491,12468897,17601490,0,0,4956580,0,7512316,17601491
영등포구,20243,전통시장,3130257,영등포시장기계공구상가,조명용품,831315028,14184,261004037,84706434,138249022,100157449,181133757,60097706,5966623,318483450,92120878,0,3250885,59110932,78494114,107240419,162507975
강남구,20243,전통시장,3130279,관악신사시장,한식음식점,709750042,35897,100421665,83718676,96481247,103392811,103635952,138249581,83850110,409238960,260850088,608999,44680654,93538414,132357635,221011901,177891444
강남구,20243,전통시장,3130279,관악신사시장,제과점,53684946,8534,8265948,4492671,8442272,9069977,8089628,7030289,8294161,27340959,24919309,93171,4268482,6812572,8713454,13374122,18998468
강남구,20243,전통시장,3130279,관악신사시장,치킨전문점,58413737,4425,7057663,3335839,7645639,13539770,7500304,10167511,9167011,31401738,27011999,378633,5421059,15549075,15430479,13230733,8403758
강남구,20243,전통시장,3130279,관악신사시장,분식전문점,91183220,13732,14025255,9877769,12799993,11925019,17872763,11991297,12691124,50613722,36601710,394563,10157000,13717429,14352467,31295296,17298676
강남구,20243,전통시장,3130279,관악신사시장,일반교습학원,110727916,248,52609532,37184748,0,20933636,0,0,0,0,110727916,0,0,0,84285429,26442487,0
강남구,20243,전통시장,3130279,관악신사시장,스포츠 강습,89372502,360,38111032,17264652,19752391,3580685,10663742,0,0,32885505,56486997,0,14075797,16421761,37712782,21162162,0
강남구,20243,전통시장,3130279,관악신사시장,한의원,187342879,8872,50628060,22279447,24198442,29381102,49506355,11349473,0,67221871,120121008,0,6112309,12345696,28671088,97930533,42283253
강남구,20243,전통시장,3130279,관악신사시장,미용실,136334669,2970,8874003,9869288,26210707,16439428,20375729,39424736,15140778,22566126,112904951,0,3996158,4781143,7051103,28341112,91301560
강남구,20243,전통시장,3130279,관악신사시장,네일숍,6899442,100,578018,2164944,530726,78821,1497594,2049339,0,761933,6137509,0,951103,641075,1576415,1839151,1891698
강남구,20243,전통시장,3130279,관악신사시장,세탁소,9612639,864,1675471,1576863,2199005,399733,1002125,2759442,0,1985451,7545063,0,0,706307,1314285,3321386,4188536
강남구,20243,전통시장,3130279,관악신사시장,슈퍼마켓,1025427489,104797,160212795,140174215,134394766,118146291,141899906,177442517,153156999,516790367,508637122,4151267,107690199,222979761,165848554,271463126,253294582
강남구,20243,전통시장,3130279,관악신사시장,핸드폰,249842156,5312,192689995,6668778,1961405,26554240,0,18044928,3922810,204458427,37538108,0,0,0,4707373,21967737,215321425
강남구,20243,전통시장,3130279,관악신사시장,육류판매,1583123703,66263,264589826,169356339,211741561,214772905,237543523,257317019,227802530,518073581,1046295874,555323,37259990,212558749,231839831,471230160,610925402
강남구,20243,전통시장,3130279,관악신사시장,수산물판매,189910290,16091,38698375,19794090,26012462,17538216,24586653,35326940,27953554,66481131,123429159,0,5695070,15430087,22681356,69715191,76388586
강남구,20243,전통시장,3130279,관악신사시장,청과상,1014417895,84474,171009379,135863589,136374058,138625278,169613518,179014452,83917621,360134817,651501027,350986,26327245,84022249,149625251,299117372,452192740
강남구,20243,전통시장,3130279,관악신사시장,반찬가게,739985886,60503,125752803,105999847,84473644,86532795,84296927,141859556,111070314,377029560,362956326,609833,54414089,67632314,139050923,235312430,242966297
강남구,20243,전통시장,3130279,관악신사시장,일반의류,132613385,5581,15646205,21811701,12799072,21101450,13789701,22392284,25072972,44499254,87063228,138805,2522755,8815117,12219758,38169515,69696533
강남구,20243,전통시장,3130279,관악신사시장,의약품,125197973,8052,30343394,17918988,18219232,19014942,24374886,15326531,0,59122155,66075818,198899,3723420,10053889,18033717,41445763,51742285
강남구,20243,전통시장,3130279,관악신사시장,섬유제품,51837445,1484,6158469,5130891,3501794,7329968,4823746,15527011,9365566,28744697,23092748,2578655,1951736,2978989,1996515,27849501,14482049
강남구,20243,전통시장,3130279,관악신사시장,화초,2073502,85,94899,0,253065,891262,796316,0,37960,379597,1649619,0,158165,662527,31633,1176891,0
강남구,20243,전통시장,3130302,강남시장(강남구 강남시장),한식음식점,1940433563,55022,278857093,290770968,285545394,295158839,375772446,260857348,153471475,919641097,588601862,10385476,391093063,470989540,282750579,227695014,125329286
강남구,20243,전통시장,3130302,강남시장(강남구 강남시장),미용실,17376518,133,6770581,939271,1956815,156545,4618083,2935223,0,1565452,15811066,0,0,0,2191633,5627800,9557085
강남구,20243,전통시장,3130302,강남시장(강남구 강남시장),반찬가게,111930046,5940,45472497,29952063,9898236,16985373,7642230,1979647,0,53925591,53648441,0,20627924,9898236,32070285,13283434,31694152
강남구,20243,전통시장,3130304,신사상가,일반교습학원,140107131,268,32114173,28687826,31616262,18719826,22532088,0,6436956,80052000,60055131,0,0,7995217,120619131,2447565,9045218
